transfer_id,player_name,player_page_url,player_image_url,player_position,player_age,player_value_in_euros,season,player_nationalities,old_club_name,old_league_name,new_club_name,new_league_name,transfer_fee_in_euros
111,Moussa Diaby,https://www.transfermarkt.co.uk/moussa-diaby/profil/spieler/395516,https://img.a.transfermarkt.technology/portrait/medium/395516-1642608355.jpg?lm=1,Right Winger,24,50000000,23/24,"['France', 'Mali']",Bayer 04 Leverkusen,Bundesliga,Aston Villa,Premier League,55000000
112,Rúben Neves,https://www.transfermarkt.co.uk/ruben-neves/profil/spieler/225161,https://img.a.transfermarkt.technology/portrait/medium/225161-1697055253.png?lm=1,Defensive Midfield,26,40000000,23/24,['Portugal'],Wolverhampton Wanderers,Premier League,Al-Hilal SFC,Saudi Pro League,55000000
113,Brennan Johnson,https://www.transfermarkt.co.uk/brennan-johnson/profil/spieler/470607,https://img.a.transfermarkt.technology/portrait/medium/470607-1692959021.jpg?lm=1,Right Winger,22,38000000,23/24,"['Wales', 'England']",Nottingham Forest,Premier League,Tottenham Hotspur,Premier League,55000000
114,Ferran Torres,https://www.transfermarkt.co.uk/ferran-torres/profil/spieler/398184,https://img.a.transfermarkt.technology/portrait/medium/398184-1699383547.jpg?lm=1,Left Winger,21,45000000,21/22,['Spain'],Manchester City,Premier League,FC Barcelona,LaLiga,55000000
115,Aaron Wan-Bissaka,https://www.transfermarkt.co.uk/aaron-wan-bissaka/profil/spieler/477758,https://img.a.transfermarkt.technology/portrait/medium/477758-1617030255.jpg?lm=1,Right-Back,21,35000000,19/20,"['England', 'DR Congo']",Crystal Palace,Premier League,Manchester United,Premier League,55000000
116,Michael Olise,https://www.transfermarkt.co.uk/michael-olise/profil/spieler/566723,https://img.a.transfermarkt.technology/portrait/medium/566723-1696598775.jpg?lm=1,Right Winger,22,55000000,24/25,"['France', 'England']",Crystal Palace,Premier League,Bayern Munich,Bundesliga,53000000
117,Timo Werner,https://www.transfermarkt.co.uk/timo-werner/profil/spieler/170527,https://img.a.transfermarkt.technology/portrait/medium/170527-1663686137.jpg?lm=1,Left Winger,24,64000000,20/21,['Germany'],RB Leipzig,Bundesliga,Chelsea FC,Premier League,53000000
118,Alexandre Lacazette,https://www.transfermarkt.co.uk/alexandre-lacazette/profil/spieler/93720,https://img.a.transfermarkt.technology/portrait/medium/93720-1672830448.jpg?lm=1,Centre-Forward,26,40000000,17/18,"['France', 'Guadeloupe']",Olympique Lyon,Ligue 1,Arsenal FC,Premier League,53000000
119,Gianluigi Buffon,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023,https://img.a.transfermarkt.technology/portrait/medium/5023-1713425275.jpg?lm=1,Goalkeeper,23,-,01/02,['Italy'],AC Parma,Serie A,Juventus FC,Serie A,52880000
120,Kyle Walker,https://www.transfermarkt.co.uk/kyle-walker/profil/spieler/95424,https://img.a.transfermarkt.technology/portrait/medium/95424-1668090663.jpg?lm=1,Right-Back,27,30000000,17/18,['England'],Tottenham Hotspur,Premier League,Manchester City,Premier League,52700000
121,Aleksandar Mitrović,https://www.transfermarkt.co.uk/aleksandar-mitrovic/profil/spieler/51152,https://img.a.transfermarkt.technology/portrait/medium/51152-1697050954.png?lm=1,Centre-Forward,28,28000000,23/24,['Serbia'],Fulham FC,Premier League,Al-Hilal SFC,Saudi Pro League,52600000
122,Gabriel Jesus,https://www.transfermarkt.co.uk/gabriel-jesus/profil/spieler/363205,https://img.a.transfermarkt.technology/portrait/medium/363205-1669711141.jpg?lm=1,Centre-Forward,25,50000000,22/23,['Brazil'],Manchester City,Premier League,Arsenal FC,Premier League,52200000
123,João Félix,https://www.transfermarkt.co.uk/joao-felix/profil/spieler/462250,https://img.a.transfermarkt.technology/portrait/medium/462250-1668165358.jpg?lm=1,Second Striker,24,30000000,24/25,['Portugal'],Atlético de Madrid,LaLiga,Chelsea FC,Premier League,52000000
124,Cristian Romero,https://www.transfermarkt.co.uk/cristian-romero/profil/spieler/355915,https://img.a.transfermarkt.technology/portrait/medium/355915-1665609429.jpg?lm=1,Centre-Back,24,48000000,22/23,['Argentina'],Atalanta BC,Serie A,Tottenham Hotspur,Premier League,52000000
125,Leroy Sané,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,https://img.a.transfermarkt.technology/portrait/medium/192565-1694587968.jpg?lm=1,Right Winger,20,30000000,16/17,"['Germany', 'France']",FC Schalke 04,Bundesliga,Manchester City,Premier League,52000000
126,Douglas Luiz,https://www.transfermarkt.co.uk/douglas-luiz/profil/spieler/447661,https://img.a.transfermarkt.technology/portrait/medium/447661-1696598670.jpg?lm=1,Central Midfield,26,70000000,24/25,['Brazil'],Aston Villa,Premier League,Juventus FC,Serie A,51500000
127,João Palhinha,https://www.transfermarkt.co.uk/joao-palhinha/profil/spieler/257455,https://img.a.transfermarkt.technology/portrait/medium/257455-1684773447.jpg?lm=1,Defensive Midfield,29,55000000,24/25,['Portugal'],Fulham FC,Premier League,Bayern Munich,Bundesliga,51000000
128,André Onana,https://www.transfermarkt.co.uk/andre-onana/profil/spieler/234509,https://img.a.transfermarkt.technology/portrait/medium/234509-1686929812.jpg?lm=1,Goalkeeper,27,35000000,23/24,['Cameroon'],Inter Milan,Serie A,Manchester United,Premier League,50200000
129,Ben Chilwell,https://www.transfermarkt.co.uk/ben-chilwell/profil/spieler/316125,https://img.a.transfermarkt.technology/portrait/medium/316125-1683899136.jpg?lm=1,Left-Back,23,40000000,20/21,"['England', 'New Zealand']",Leicester City,Premier League,Chelsea FC,Premier League,50200000
130,Désiré Doué,https://www.transfermarkt.co.uk/desire-doue/profil/spieler/914562,https://img.a.transfermarkt.technology/portrait/medium/914562-1667317075.jpg?lm=1,Left Winger,19,30000000,24/25,"['France', ""Cote d'Ivoire""]",Stade Rennais FC,Ligue 1,Paris Saint-Germain,Ligue 1,50000000
131,Min-jae Kim,https://www.transfermarkt.co.uk/min-jae-kim/profil/spieler/503482,https://img.a.transfermarkt.technology/portrait/medium/503482-1700208062.jpg?lm=1,Centre-Back,26,60000000,23/24,"['Korea, South']",SSC Napoli,Serie A,Bayern Munich,Bundesliga,50000000
132,Ousmane Dembélé,https://www.transfermarkt.co.uk/ousmane-dembele/profil/spieler/288230,https://img.a.transfermarkt.technology/portrait/medium/288230-1684148641.jpg?lm=1,Right Winger,26,60000000,23/24,['France'],FC Barcelona,LaLiga,Paris Saint-Germain,Ligue 1,50000000
133,Matheus Cunha,https://www.transfermarkt.co.uk/matheus-cunha/profil/spieler/517894,https://img.a.transfermarkt.technology/portrait/medium/517894-1696599737.jpg?lm=1,Centre-Forward,24,25000000,23/24,['Brazil'],Atlético de Madrid,LaLiga,Wolverhampton Wanderers,Premier League,50000000
134,Jules Koundé,https://www.transfermarkt.co.uk/jules-kounde/profil/spieler/411975,https://img.a.transfermarkt.technology/portrait/medium/411975-1702502639.jpg?lm=1,Right-Back,23,60000000,22/23,"['France', 'Benin']",Sevilla FC,LaLiga,FC Barcelona,LaLiga,50000000
135,Luis Díaz,https://www.transfermarkt.co.uk/luis-diaz/profil/spieler/480692,https://img.a.transfermarkt.technology/portrait/medium/480692-1697903145.jpg?lm=1,Left Winger,25,40000000,21/22,['Colombia'],FC Porto,Liga Portugal,Liverpool FC,Premier League,50000000
136,Mauro Icardi,https://www.transfermarkt.co.uk/mauro-icardi/profil/spieler/68863,https://img.a.transfermarkt.technology/portrait/medium/68863-1671105169.png?lm=1,Centre-Forward,27,60000000,20/21,"['Argentina', 'Italy']",Inter Milan,Serie A,Paris Saint-Germain,Ligue 1,50000000
137,Thomas Partey,https://www.transfermarkt.co.uk/thomas-partey/profil/spieler/230784,https://img.a.transfermarkt.technology/portrait/medium/230784-1668430877.jpg?lm=1,Defensive Midfield,27,40000000,20/21,['Ghana'],Atlético de Madrid,LaLiga,Arsenal FC,Premier League,50000000
138,Éder Militão,https://www.transfermarkt.co.uk/eder-militao/profil/spieler/401530,https://img.a.transfermarkt.technology/portrait/medium/401530-1719653438.jpg?lm=1,Centre-Back,21,50000000,19/20,"['Brazil', 'Spain']",FC Porto,Liga NOS,Real Madrid,LaLiga,50000000
139,Sébastien Haller,https://www.transfermarkt.co.uk/sebastien-haller/profil/spieler/181375,https://img.a.transfermarkt.technology/portrait/medium/181375-1709560699.jpg?lm=1,Centre-Forward,25,40000000,19/20,"[""Cote d'Ivoire"", 'France']",Eintracht Frankfurt,Bundesliga,West Ham United,Premier League,50000000
140,Bernardo Silva,https://www.transfermarkt.co.uk/bernardo-silva/profil/spieler/241641,https://img.a.transfermarkt.technology/portrait/medium/241641-1684311533.jpg?lm=1,Attacking Midfield,22,40000000,17/18,['Portugal'],AS Monaco,Ligue 1,Manchester City,Premier League,50000000
141,Alex Teixeira,https://www.transfermarkt.co.uk/alex-teixeira/profil/spieler/66515,https://img.a.transfermarkt.technology/portrait/medium/66515-1564401694.jpg?lm=1,Left Winger,26,30000000,15/16,['Brazil'],Shakhtar Donetsk,Premier Liga,Jiangsu Suning,Super League,50000000
142,Rafael Leão,https://www.transfermarkt.co.uk/rafael-leao/profil/spieler/357164,https://img.a.transfermarkt.technology/portrait/medium/357164-1661352687.jpg?lm=1,Left Winger,20,15000000,19/20,"['Portugal', 'Angola']",LOSC Lille,Ligue 1,AC Milan,Serie A,49500000
143,David Luiz,https://www.transfermarkt.co.uk/david-luiz/profil/spieler/46741,https://img.a.transfermarkt.technology/portrait/medium/46741-1472656986.jpg?lm=1,Centre-Back,27,26000000,14/15,"['Brazil', 'Portugal']",Chelsea FC,Premier League,Paris Saint-Germain,Ligue 1,49500000
144,Gylfi Sigurdsson,https://www.transfermarkt.co.uk/gylfi-sigurdsson/profil/spieler/90466,https://img.a.transfermarkt.technology/portrait/medium/90466-1462872828.jpg?lm=1,Attacking Midfield,27,25000000,17/18,['Iceland'],Swansea City,Premier League,Everton FC,Premier League,49400000
145,Kalvin Phillips,https://www.transfermarkt.co.uk/kalvin-phillips/profil/spieler/351749,https://img.a.transfermarkt.technology/portrait/medium/351749-1661978510.jpg?lm=1,Defensive Midfield,26,50000000,22/23,"['England', 'Jamaica']",Leeds United,Premier League,Manchester City,Premier League,49000000
146,Leroy Sané,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,https://img.a.transfermarkt.technology/portrait/medium/192565-1694587968.jpg?lm=1,Right Winger,24,80000000,20/21,"['Germany', 'France']",Manchester City,Premier League,Bayern Munich,Bundesliga,49000000
147,Ferland Mendy,https://www.transfermarkt.co.uk/ferland-mendy/profil/spieler/291417,https://img.a.transfermarkt.technology/portrait/medium/291417-1701294025.jpg?lm=1,Left-Back,24,30000000,19/20,"['France', 'Senegal']",Olympique Lyon,Ligue 1,Real Madrid,LaLiga,48000000
148,Gaizka Mendieta,https://www.transfermarkt.co.uk/gaizka-mendieta/profil/spieler/7603,https://img.a.transfermarkt.technology/portrait/medium/7603-1587979885.jpg?lm=1,Right Midfield,27,-,01/02,['Spain'],Valencia CF,LaLiga,SS Lazio,Serie A,48000000
149,Endrick,https://www.transfermarkt.co.uk/endrick/profil/spieler/971570,https://img.a.transfermarkt.technology/portrait/medium/971570-1723665994.jpg?lm=1,Centre-Forward,18,60000000,24/25,['Brazil'],Sociedade Esportiva Palmeiras,Série A,Real Madrid,LaLiga,47500000
150,Max Kilman,https://www.transfermarkt.co.uk/max-kilman/profil/spieler/525247,https://img.a.transfermarkt.technology/portrait/medium/525247-1688370291.jpg?lm=1,Centre-Back,27,32000000,24/25,"['England', 'Ukraine']",Wolverhampton Wanderers,Premier League,West Ham United,Premier League,47500000
151,Cole Palmer,https://www.transfermarkt.co.uk/cole-palmer/profil/spieler/568177,https://img.a.transfermarkt.technology/portrait/medium/568177-1712320986.jpg?lm=1,Attacking Midfield,21,18000000,23/24,['England'],Manchester City,Premier League,Chelsea FC,Premier League,47000000
152,Mesut Özil,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,https://img.a.transfermarkt.technology/portrait/medium/35664-1483519286.jpg?lm=1,Attacking Midfield,24,40000000,13/14,['Germany'],Real Madrid,LaLiga,Arsenal FC,Premier League,47000000
153,Bremer,https://www.transfermarkt.co.uk/bremer/profil/spieler/516716,https://img.a.transfermarkt.technology/portrait/medium/516716-1661269026.jpg?lm=1,Centre-Back,25,35000000,22/23,['Brazil'],Torino FC,Serie A,Juventus FC,Serie A,46900000
154,Georginio Rutter,https://www.transfermarkt.co.uk/georginio-rutter/profil/spieler/538977,https://img.a.transfermarkt.technology/portrait/medium/538977-1639664948.jpg?lm=1,Centre-Forward,22,18000000,24/25,"['France', 'Martinique']",Leeds United,Championship,Brighton & Hove Albion,Premier League,46700000
155,Fabinho,https://www.transfermarkt.co.uk/fabinho/profil/spieler/225693,https://img.a.transfermarkt.technology/portrait/medium/225693-1703282636.png?lm=1,Defensive Midfield,29,42000000,23/24,['Brazil'],Liverpool FC,Premier League,Al-Ittihad Club,Saudi Pro League,46700000
156,Christian Benteke,https://www.transfermarkt.co.uk/christian-benteke/profil/spieler/50201,https://img.a.transfermarkt.technology/portrait/medium/50201-1709490192.jpg?lm=1,Centre-Forward,24,20000000,15/16,"['Belgium', 'DR Congo']",Aston Villa,Premier League,Liverpool FC,Premier League,46500000
157,Christian Vieri,https://www.transfermarkt.co.uk/christian-vieri/profil/spieler/5797,https://img.a.transfermarkt.technology/portrait/medium/5797-1694511290.jpg?lm=1,Centre-Forward,25,-,99/00,"['Italy', 'Australia']",SS Lazio,Serie A,Inter Milan,Serie A,46480000
158,James Maddison,https://www.transfermarkt.co.uk/james-maddison/profil/spieler/294057,https://img.a.transfermarkt.technology/portrait/medium/294057-1687982662.jpg?lm=1,Attacking Midfield,26,60000000,23/24,['England'],Leicester City,Championship,Tottenham Hotspur,Premier League,46300000
159,Rio Ferdinand,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235,https://img.a.transfermarkt.technology/portrait/medium/3235-1592469934.jpg?lm=1,Centre-Back,23,-,02/03,['England'],Leeds United,Premier League,Manchester United,Premier League,46000000
160,Anthony Gordon,https://www.transfermarkt.co.uk/anthony-gordon/profil/spieler/503733,https://img.a.transfermarkt.technology/portrait/medium/503733-1660588736.jpg?lm=1,Left Winger,21,40000000,22/23,['England'],Everton FC,Premier League,Newcastle United,Premier League,45600000
161,Nathan Aké,https://www.transfermarkt.co.uk/nathan-ake/profil/spieler/177476,https://img.a.transfermarkt.technology/portrait/medium/177476-1666733797.jpg?lm=1,Centre-Back,25,28000000,20/21,"['Netherlands', ""Cote d'Ivoire""]",AFC Bournemouth,Championship,Manchester City,Premier League,45300000
162,Matthijs de Ligt,https://www.transfermarkt.co.uk/matthijs-de-ligt/profil/spieler/326031,https://img.a.transfermarkt.technology/portrait/medium/326031-1700659567.jpg?lm=1,Centre-Back,25,65000000,24/25,['Netherlands'],Bayern Munich,Bundesliga,Manchester United,Premier League,45000000
163,Riccardo Calafiori,https://www.transfermarkt.co.uk/riccardo-calafiori/profil/spieler/502821,https://img.a.transfermarkt.technology/portrait/medium/502821-1696837967.jpg?lm=1,Centre-Back,22,45000000,24/25,['Italy'],Bologna FC 1909,Serie A,Arsenal FC,Premier League,45000000
164,Lucas Hernández,https://www.transfermarkt.co.uk/lucas-hernandez/profil/spieler/281963,https://img.a.transfermarkt.technology/portrait/medium/281963-1667830435.jpg?lm=1,Left-Back,27,45000000,23/24,"['France', 'Spain']",Bayern Munich,Bundesliga,Paris Saint-Germain,Ligue 1,45000000
165,Marco Verratti,https://www.transfermarkt.co.uk/marco-verratti/profil/spieler/102558,https://img.a.transfermarkt.technology/portrait/medium/102558-1672304218.jpg?lm=1,Central Midfield,30,40000000,23/24,['Italy'],Paris Saint-Germain,Ligue 1,Al-Arabi SC,Stars League,45000000
166,Axel Disasi,https://www.transfermarkt.co.uk/axel-disasi/profil/spieler/386047,https://img.a.transfermarkt.technology/portrait/medium/386047-1614110226.jpg?lm=1,Centre-Back,25,30000000,23/24,"['France', 'DR Congo']",AS Monaco,Ligue 1,Chelsea FC,Premier League,45000000
167,Bradley Barcola,https://www.transfermarkt.co.uk/bradley-barcola/profil/spieler/708265,https://img.a.transfermarkt.technology/portrait/medium/708265-1653406915.jpg?lm=1,Left Winger,21,18000000,23/24,"['France', 'Togo']",Olympique Lyon,Ligue 1,Paris Saint-Germain,Ligue 1,45000000
168,Robert Lewandowski,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253,https://img.a.transfermarkt.technology/portrait/medium/38253-1701118759.jpg?lm=1,Centre-Forward,33,45000000,22/23,['Poland'],Bayern Munich,Bundesliga,FC Barcelona,LaLiga,45000000
169,Matheus Nunes,https://www.transfermarkt.co.uk/matheus-nunes/profil/spieler/601883,https://img.a.transfermarkt.technology/portrait/medium/601883-1693561106.jpg?lm=1,Central Midfield,23,35000000,22/23,"['Portugal', 'Brazil']",Sporting CP,Liga Portugal,Wolverhampton Wanderers,Premier League,45000000
170,Hirving Lozano,https://www.transfermarkt.co.uk/hirving-lozano/profil/spieler/316889,https://img.a.transfermarkt.technology/portrait/medium/316889-1661508585.jpg?lm=1,Left Winger,24,40000000,19/20,['Mexico'],PSV Eindhoven,Eredivisie,SSC Napoli,Serie A,45000000
171,Rodrygo,https://www.transfermarkt.co.uk/rodrygo/profil/spieler/412363,https://img.a.transfermarkt.technology/portrait/medium/412363-1693988167.jpg?lm=1,Right Winger,18,40000000,19/20,"['Brazil', 'Spain']",Santos FC,Série A,Real Madrid,LaLiga,45000000
172,Youri Tielemans,https://www.transfermarkt.co.uk/youri-tielemans/profil/spieler/249565,https://img.a.transfermarkt.technology/portrait/medium/249565-1716886438.jpg?lm=1,Central Midfield,22,38000000,19/20,"['Belgium', 'DR Congo']",AS Monaco,Ligue 1,Leicester City,Premier League,45000000
173,Mateo Kovacic,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471,https://img.a.transfermarkt.technology/portrait/medium/51471-1682668192.jpg?lm=1,Central Midfield,25,35000000,19/20,['Croatia'],Real Madrid,LaLiga,Chelsea FC,Premier League,45000000
174,Fabinho,https://www.transfermarkt.co.uk/fabinho/profil/spieler/225693,https://img.a.transfermarkt.technology/portrait/medium/225693-1703282636.png?lm=1,Defensive Midfield,24,45000000,18/19,['Brazil'],AS Monaco,Ligue 1,Liverpool FC,Premier League,45000000
175,Vinicius Junior,https://www.transfermarkt.co.uk/vinicius-junior/profil/spieler/371998,https://img.a.transfermarkt.technology/portrait/medium/371998-1664869583.jpg?lm=1,Left Winger,18,35000000,18/19,"['Brazil', 'Spain']",CR Flamengo,Série A,Real Madrid,LaLiga,45000000
176,Granit Xhaka,https://www.transfermarkt.co.uk/granit-xhaka/profil/spieler/111455,https://img.a.transfermarkt.technology/portrait/medium/111455-1689711080.jpg?lm=1,Defensive Midfield,23,35000000,16/17,['Switzerland'],Borussia Mönchengladbach,Bundesliga,Arsenal FC,Premier League,45000000
177,Eliaquim Mangala,https://www.transfermarkt.co.uk/eliaquim-mangala/profil/spieler/90681,https://img.a.transfermarkt.technology/portrait/medium/90681-1465213549.jpg?lm=1,Centre-Back,23,28000000,14/15,"['France', 'Belgium']",FC Porto,Liga NOS,Manchester City,Premier League,45000000
178,James Rodríguez,https://www.transfermarkt.co.uk/james-rodriguez/profil/spieler/88103,https://img.a.transfermarkt.technology/portrait/medium/88103-1720681352.jpg?lm=1,Attacking Midfield,21,23000000,13/14,"['Colombia', 'Spain']",FC Porto,Liga ZON Sagres,AS Monaco,Ligue 1,45000000
179,Ronaldo,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/3140,https://img.a.transfermarkt.technology/portrait/medium/3140-1489417571.jpg?lm=1,Centre-Forward,25,-,02/03,"['Brazil', 'Spain']",Inter Milan,Serie A,Real Madrid,LaLiga,45000000
180,Pavel Nedved,https://www.transfermarkt.co.uk/pavel-nedved/profil/spieler/3603,https://img.a.transfermarkt.technology/portrait/medium/3603-1570438744.jpg?lm=1,Left Midfield,28,-,01/02,"['Czech Republic', 'Italy']",SS Lazio,Serie A,Juventus FC,Serie A,45000000
181,João Mário,https://www.transfermarkt.co.uk/joao-mario/profil/spieler/149729,https://img.a.transfermarkt.technology/portrait/medium/149729-1681390479.jpg?lm=1,Left Winger,23,30000000,16/17,"['Portugal', 'Angola']",Sporting CP,Liga NOS,Inter Milan,Serie A,44780000
182,Juan Mata,https://www.transfermarkt.co.uk/juan-mata/profil/spieler/44068,https://img.a.transfermarkt.technology/portrait/medium/44068-1671102342.png?lm=1,Attacking Midfield,25,38000000,13/14,['Spain'],Chelsea FC,Premier League,Manchester United,Premier League,44730000
183,Diogo Jota,https://www.transfermarkt.co.uk/diogo-jota/profil/spieler/340950,https://img.a.transfermarkt.technology/portrait/medium/340950-1716296423.jpg?lm=1,Left Winger,23,28000000,20/21,['Portugal'],Wolverhampton Wanderers,Premier League,Liverpool FC,Premier League,44700000
184,Nemanja Matic,https://www.transfermarkt.co.uk/nemanja-matic/profil/spieler/74683,https://img.a.transfermarkt.technology/portrait/medium/74683-1655212906.jpg?lm=1,Defensive Midfield,29,35000000,17/18,"['Serbia', 'Slovakia']",Chelsea FC,Premier League,Manchester United,Premier League,44700000
185,Federico Chiesa,https://www.transfermarkt.co.uk/federico-chiesa/profil/spieler/341092,https://img.a.transfermarkt.technology/portrait/medium/341092-1663576975.jpg?lm=1,Left Winger,24,65000000,22/23,['Italy'],ACF Fiorentina,Serie A,Juventus FC,Serie A,44600000
186,Ian Maatsen,https://www.transfermarkt.co.uk/ian-maatsen/profil/spieler/485585,https://img.a.transfermarkt.technology/portrait/medium/485585-1704795222.jpg?lm=1,Left-Back,22,40000000,24/25,"['Netherlands', 'Suriname']",Chelsea FC,Premier League,Aston Villa,Premier League,44500000
187,Nicolás Otamendi,https://www.transfermarkt.co.uk/nicolas-otamendi/profil/spieler/54781,https://img.a.transfermarkt.technology/portrait/medium/54781-1669835534.jpg?lm=1,Centre-Back,27,25000000,15/16,['Argentina'],Valencia CF,LaLiga,Manchester City,Premier League,44500000
188,Enzo Fernández,https://www.transfermarkt.co.uk/enzo-fernandez/profil/spieler/648195,https://img.a.transfermarkt.technology/portrait/medium/648195-1669894717.jpg?lm=1,Central Midfield,21,15000000,22/23,['Argentina'],CA River Plate,Liga Profesional,SL Benfica,Liga Portugal,44250000
189,Harvey Barnes,https://www.transfermarkt.co.uk/harvey-barnes/profil/spieler/398065,https://img.a.transfermarkt.technology/portrait/medium/398065-1700650664.jpg?lm=1,Left Winger,25,35000000,23/24,"['England', 'Scotland']",Leicester City,Championship,Newcastle United,Premier League,44000000
190,Andriy Shevchenko,https://www.transfermarkt.co.uk/andriy-shevchenko/profil/spieler/3522,https://img.a.transfermarkt.technology/portrait/medium/3522-1570438190.jpg?lm=1,Centre-Forward,29,51000000,06/07,['Ukraine'],AC Milan,Serie A,Chelsea FC,Premier League,43880000
191,Joelinton,https://www.transfermarkt.co.uk/joelinton/profil/spieler/333241,https://img.a.transfermarkt.technology/portrait/medium/333241-1674210135.jpg?lm=1,Central Midfield,22,35000000,19/20,['Brazil'],TSG 1899 Hoffenheim,Bundesliga,Newcastle United,Premier League,43500000
192,Mohammed Kudus,https://www.transfermarkt.co.uk/mohammed-kudus/profil/spieler/543499,https://img.a.transfermarkt.technology/portrait/medium/543499-1668429218.jpg?lm=1,Attacking Midfield,23,40000000,23/24,['Ghana'],Ajax Amsterdam,Eredivisie,West Ham United,Premier League,43000000
193,Achraf Hakimi,https://www.transfermarkt.co.uk/achraf-hakimi/profil/spieler/398073,https://img.a.transfermarkt.technology/portrait/medium/398073-1672304327.jpg?lm=1,Right-Back,21,54000000,20/21,"['Morocco', 'Spain']",Real Madrid,LaLiga,Inter Milan,Serie A,43000000
194,Julian Draxler,https://www.transfermarkt.co.uk/julian-draxler/profil/spieler/85148,https://img.a.transfermarkt.technology/portrait/medium/85148-1601898137.jpg?lm=1,Left Winger,21,22000000,15/16,['Germany'],FC Schalke 04,Bundesliga,VfL Wolfsburg,Bundesliga,43000000
195,Radamel Falcao,https://www.transfermarkt.co.uk/radamel-falcao/profil/spieler/39152,https://img.a.transfermarkt.technology/portrait/medium/39152-1721184791.JPG?lm=1,Centre-Forward,27,60000000,13/14,"['Colombia', 'Venezuela']",Atlético de Madrid,LaLiga,AS Monaco,Ligue 1,43000000
196,Robinho,https://www.transfermarkt.co.uk/robinho/profil/spieler/15511,https://img.a.transfermarkt.technology/portrait/medium/15511-1506092397.jpg?lm=1,Left Winger,24,34000000,08/09,"['Brazil', 'Spain']",Real Madrid,LaLiga,Manchester City,Premier League,43000000
197,Lucas Paquetá,https://www.transfermarkt.co.uk/lucas-paqueta/profil/spieler/444523,https://img.a.transfermarkt.technology/portrait/medium/444523-1695370009.jpg?lm=1,Attacking Midfield,25,35000000,22/23,"['Brazil', 'Portugal']",Olympique Lyon,Ligue 1,West Ham United,Premier League,42950000
198,Juan Sebastián Verón,https://www.transfermarkt.co.uk/juan-sebastian-veron/profil/spieler/3143,https://img.a.transfermarkt.technology/portrait/medium/3143-1482941253.jpg?lm=1,Central Midfield,26,-,01/02,"['Argentina', 'Italy']",SS Lazio,Serie A,Manchester United,Premier League,42600000
199,Joshua Zirkzee,https://www.transfermarkt.co.uk/joshua-zirkzee/profil/spieler/435648,https://img.a.transfermarkt.technology/portrait/medium/435648-1651087961.jpg?lm=1,Centre-Forward,23,50000000,24/25,"['Netherlands', 'Nigeria']",Bologna FC 1909,Serie A,Manchester United,Premier League,42500000
200,Dayot Upamecano,https://www.transfermarkt.co.uk/dayot-upamecano/profil/spieler/344695,https://img.a.transfermarkt.technology/portrait/medium/344695-1701245272.jpg?lm=1,Centre-Back,22,60000000,21/22,"['France', 'Guinea-Bissau']",RB Leipzig,Bundesliga,Bayern Munich,Bundesliga,42500000
201,Alexis Sánchez,https://www.transfermarkt.co.uk/alexis-sanchez/profil/spieler/40433,https://img.a.transfermarkt.technology/portrait/medium/40433-1660118147.jpg?lm=1,Centre-Forward,25,30000000,14/15,['Chile'],FC Barcelona,LaLiga,Arsenal FC,Premier League,42500000
202,Bruno Guimarães,https://www.transfermarkt.co.uk/bruno-guimaraes/profil/spieler/520624,https://img.a.transfermarkt.technology/portrait/medium/520624-1668522672.jpg?lm=1,Defensive Midfield,24,30000000,21/22,"['Brazil', 'Spain']",Olympique Lyon,Ligue 1,Newcastle United,Premier League,42100000
203,Conor Gallagher,https://www.transfermarkt.co.uk/conor-gallagher/profil/spieler/488362,https://img.a.transfermarkt.technology/portrait/medium/488362-1668500476.jpg?lm=1,Central Midfield,24,50000000,24/25,"['England', 'Ireland']",Chelsea FC,Premier League,Atlético de Madrid,LaLiga,42000000
204,Alexis Mac Allister,https://www.transfermarkt.co.uk/alexis-mac-allister/profil/spieler/534033,https://img.a.transfermarkt.technology/portrait/medium/534033-1669835342.jpg?lm=1,Central Midfield,24,65000000,23/24,"['Argentina', 'Italy']",Brighton & Hove Albion,Premier League,Liverpool FC,Premier League,42000000
205,Cody Gakpo,https://www.transfermarkt.co.uk/cody-gakpo/profil/spieler/434675,https://img.a.transfermarkt.technology/portrait/medium/434675-1682690965.jpg?lm=1,Left Winger,23,60000000,22/23,"['Netherlands', 'Togo']",PSV Eindhoven,Eredivisie,Liverpool FC,Premier League,42000000
206,Paulinho,https://www.transfermarkt.co.uk/paulinho/profil/spieler/57229,https://img.a.transfermarkt.technology/portrait/medium/57229-1563350348.jpg?lm=1,Central Midfield,30,38000000,18/19,['Brazil'],FC Barcelona,LaLiga,Guangzhou Evergrande Taobao,Super League,42000000
207,Patrik Schick,https://www.transfermarkt.co.uk/patrik-schick/profil/spieler/242086,https://img.a.transfermarkt.technology/portrait/medium/242086-1642606913.jpg?lm=1,Centre-Forward,22,20000000,18/19,['Czech Republic'],UC Sampdoria,Serie A,AS Roma,Serie A,42000000
